0.039864,1.482172,0.502116
0.117166,1.494406,0.454310
0.169150,1.470925,0.414461
0.171664,1.501228,0.467716
0.181505,1.544563,0.401061
0.095891,1.478374,0.300614
0.455571,1.606049,0.383405
0.478072,1.564233,0.476036
0.463135,1.596759,0.521134
0.470273,1.706860,0.504970
0.537772,1.803153,0.473907
0.551562,1.765816,0.493101
0.466856,1.742701,0.370166
0.493447,1.765361,0.411905
0.561915,1.759847,0.420987
0.296846,1.578196,0.148678
0.364489,1.589640,0.056881
0.481635,1.609917,0.022116
0.525675,1.697768,0.232244
0.677304,1.824845,-0.086183
0.647540,1.897187,-0.159175
0.530304,1.654971,-0.394968
0.605863,1.767097,-0.409439
0.598267,1.760581,-0.400688
0.580365,1.665651,-0.402561
0.554507,1.609226,-0.371195
0.556984,1.720747,-0.333291
0.621652,1.661998,-0.284762
0.597654,1.638995,-0.420553
0.551745,1.577516,-0.445173
0.556772,1.442198,-0.572313
0.518385,1.360877,-0.463955
0.452671,1.362691,-0.472736
0.435462,1.407818,-0.448260
0.477349,1.471733,-0.466237
0.509127,1.455623,-0.407605
0.594018,1.410308,-0.389368
0.786422,1.480363,-0.339517
0.723061,1.519899,-0.379420
0.858303,1.601627,-0.305092
0.873688,1.585550,-0.267120
0.882725,1.527583,-0.293124
0.826251,1.271851,-0.320130
0.793251,1.235539,-0.275605
0.880926,1.211667,-0.200298
0.824951,1.178180,-0.226189
0.904471,1.185671,-0.257348
0.825804,1.240977,-0.195987
0.785136,1.239032,-0.189754
0.779422,1.383035,-0.231675
0.723557,1.299382,-0.206778
0.965348,1.255382,-0.209360
1.022010,1.327916,-0.231778
0.994915,1.382322,-0.278811
0.825726,1.338717,-0.216630
0.823626,1.300714,-0.247998
0.875094,1.445324,-0.318673
1.010772,1.448196,-0.326223
0.956407,1.606005,-0.323963
0.892713,1.929923,-0.431232
0.933701,1.739595,-0.303769
0.961698,1.630586,-0.248108
0.858010,1.436009,-0.326283
0.698274,1.331160,-0.366359
0.615341,1.319282,-0.414788
0.660498,1.306443,-0.494551
0.577580,1.298999,-0.550108
0.630687,1.313387,-0.580370
0.654886,1.351526,-0.576512
0.618414,1.344546,-0.560646
0.607943,1.352801,-0.537315
0.564694,1.365832,-0.526747
0.575991,1.378940,-0.535099
0.654272,1.454751,-0.597474
0.624105,1.578449,-0.675032
0.588738,1.432673,-0.425332
0.644774,1.326497,-0.381651
0.818129,1.295059,-0.374439
0.832475,1.262176,-0.393491
0.711933,1.369826,-0.476265
0.636012,1.361978,-0.482523
0.658783,1.434104,-0.336642
0.770113,1.310648,-0.364315
0.820115,1.227939,-0.460872
0.741536,1.418794,-0.604013
0.731888,1.499501,-0.618384
0.711650,1.567290,-0.562153
0.742417,1.563021,-0.572523
0.756558,1.577080,-0.535874
0.515313,1.615808,-0.538691
0.527201,1.547647,-0.619651
0.611562,1.615486,-0.524055
0.574240,1.613701,-0.462995
0.367718,1.458516,-0.414440
0.413543,1.381638,-0.481280
0.524071,1.503299,-0.522738
0.642105,1.601132,-0.533241
0.698617,1.710848,-0.587408
0.712463,1.634085,-0.603136
0.652928,1.605289,-0.514728
