-6.559292,-0.986524,-14.901794
-6.538858,-1.118952,-14.906313
-6.464804,-1.106886,-14.866320
-6.391525,-0.929219,-14.894050
-6.582361,-0.932646,-14.794685
-6.428230,-0.974569,-14.911083
-6.371480,-0.969613,-15.044456
-6.484804,-0.865501,-15.049858
-6.509151,-0.780192,-15.038656
-6.571962,-0.822360,-15.108131
-6.541662,-0.893641,-15.172279
-6.431745,-0.987565,-15.026508
-6.410346,-1.191048,-14.806396
-6.390844,-1.114205,-14.845483
-6.452860,-1.093513,-14.927416
-6.652291,-0.975183,-14.867311
-6.520174,-1.066419,-14.899994
-6.517262,-1.027612,-15.026089
-6.439122,-1.017390,-15.024725
-6.623807,-0.873637,-14.945915
-6.601014,-0.909141,-14.853160
-6.686240,-0.832069,-14.956679
-6.673376,-0.835908,-14.694862
-6.585369,-0.782862,-14.373899
-6.453045,-0.795656,-14.426323
-6.394989,-1.068109,-14.631085
-6.360247,-1.181880,-14.791851
-6.579537,-1.192908,-14.795249
-6.657917,-1.226878,-14.808418
-6.680114,-1.094504,-14.710774
-6.613110,-0.974278,-14.798223
-6.717382,-1.031304,-14.800564
-6.606405,-0.859062,-15.068438
-6.506114,-0.860268,-15.043230
-6.636478,-0.727048,-15.039288
-6.711470,-0.880314,-15.030518
-6.739222,-0.814704,-15.029074
-6.562160,-0.695804,-15.039329
-6.723298,-0.846345,-14.648666
-6.798581,-0.919758,-14.810634
-6.655099,-0.887406,-14.836859
-6.596626,-1.008406,-14.813498
-6.724637,-1.011733,-15.077453
-6.710043,-1.045616,-15.104606
-6.613658,-1.194459,-14.830897
-6.465084,-1.122694,-14.921399
-6.686172,-1.056573,-14.883890
-6.688986,-1.174123,-14.890835
-6.601771,-1.219199,-14.945722
-6.592339,-1.255151,-14.884844
-6.660181,-1.288210,-14.925410
-6.602455,-1.240881,-14.915937
-6.420861,-1.044928,-14.691487
-6.480350,-0.931226,-14.834208
-6.472111,-0.938155,-15.052874
-6.531633,-0.767435,-14.898584
-6.354550,-0.762792,-14.809925
-6.322463,-0.783850,-14.889668
-6.386190,-0.988830,-14.919662
-6.469870,-0.990289,-14.909458
-6.531937,-0.672269,-14.845263
-6.466809,-0.840793,-15.087643
-6.351089,-0.860275,-15.065658
-6.487213,-0.774113,-14.932530
-6.391518,-0.721133,-14.960982
-6.399102,-0.678945,-14.975006
-6.495748,-0.749244,-14.957775
-6.646818,-0.545986,-15.169058
-6.577384,-0.609306,-15.212435
-6.435086,-0.858328,-15.098058
-6.684125,-0.937289,-14.995105
-6.549938,-1.191616,-15.058629
-6.540459,-1.150208,-15.022614
-6.463067,-1.149239,-14.819388
-6.349885,-1.263839,-14.763532
-6.430839,-1.127600,-14.734016
-6.616952,-1.102259,-14.946319
-6.692238,-0.911805,-15.095587
-6.609941,-0.942992,-14.843061
-6.636774,-0.831815,-14.753435
-6.306780,-0.901264,-14.840484
-6.401747,-1.002906,-14.664228
-6.461734,-1.114704,-14.706938
-6.456266,-1.004842,-14.837259
-6.468446,-1.120982,-15.101360
-6.569310,-1.121016,-14.751630
-6.517875,-1.021368,-15.048035
-6.464561,-1.079311,-15.086822
-6.477144,-1.107495,-15.011386
-6.470401,-1.046549,-14.899535
-6.443877,-1.047747,-14.835778
-6.475411,-1.051752,-14.784825
-6.512529,-1.012635,-14.912299
-6.651007,-1.127687,-14.660517
-6.536460,-1.030337,-14.795796
-6.448675,-0.963642,-14.736902
-6.450428,-1.051678,-14.739418
-6.539671,-1.029729,-14.757423
-6.511172,-1.100781,-14.801455
-6.390442,-1.024581,-14.701899
-6.480764,-0.976165,-14.707805
-6.598561,-1.041007,-14.729623
-6.511803,-0.962318,-14.894560
-6.557896,-0.938171,-14.911681
-6.505564,-0.972918,-14.900426
-6.544747,-0.795741,-14.915461
-6.585208,-1.068259,-15.008697
-6.523618,-1.221547,-15.017109
-6.562080,-1.101845,-14.909593
-6.473417,-1.040392,-14.858012
-6.705379,-0.853973,-15.019345
-6.642323,-0.942181,-15.120845
-6.542074,-0.853450,-15.000362
-6.676203,-0.909166,-14.901453
-6.752752,-1.072115,-15.040005
-6.646720,-0.907217,-15.094790
-6.658257,-0.820272,-15.020697
-6.574986,-0.886171,-14.787571
-6.415279,-0.957931,-14.784064
-6.318006,-0.966817,-14.751935
-6.393522,-1.031199,-14.746518
-6.404676,-1.096541,-14.541834
-6.456367,-1.277094,-14.517760
-6.623431,-1.124298,-14.868814
-6.474912,-1.129076,-15.130287
-6.400547,-1.029365,-15.350053
-6.419649,-1.015949,-15.152355
-6.434335,-1.079146,-15.164049
-6.420164,-0.925385,-14.926891
-6.355952,-0.984905,-14.976956
-6.437535,-0.987583,-15.039970
-6.568964,-1.100937,-14.816401
-6.903439,-1.045642,-14.960374
-6.840014,-0.862585,-14.904254
-6.828971,-1.038913,-15.076670
-6.777423,-1.079543,-15.181035
-6.608658,-1.081109,-14.915962
-6.549167,-0.809572,-14.840781
-6.457307,-0.949105,-14.818057
-6.408919,-1.010344,-14.784185
-6.361892,-1.114128,-14.745864
-6.355463,-1.112084,-14.764301
-6.369609,-1.245016,-14.991827
-6.327122,-1.256176,-15.018171
-6.212124,-1.128290,-14.825532
-6.078805,-1.203559,-14.688936
