0.040981,1.484202,0.503929
0.008245,1.471722,0.517842
-0.006694,1.422735,0.514652
-0.035115,1.370546,0.472692
-0.034893,1.397708,0.502532
-0.050458,1.423741,0.551279
-0.039576,1.565984,0.519740
-0.120910,1.608432,0.471195
-0.199690,1.690925,0.372412
-0.235297,1.690833,0.397967
-0.194754,1.677459,0.331409
-0.137182,1.666382,0.255387
-0.234636,1.562892,0.190397
-0.282888,1.555455,0.142940
-0.323523,1.581140,0.155000
-0.335908,1.604313,0.070620
-0.349384,1.643920,0.107843
-0.351729,1.660573,0.125106
-0.194276,1.593402,0.026878
-0.062186,1.579720,-0.149283
-0.138346,1.578712,-0.218653
-0.144384,1.575981,-0.224631
-0.183185,1.598482,-0.236600
-0.220983,1.639643,-0.419699
-0.112634,1.549362,-0.472813
-0.159981,1.532289,-0.469919
-0.119566,1.494474,-0.431045
-0.156710,1.581969,-0.450432
-0.201018,1.738161,-0.580709
-0.194427,1.702390,-0.683259
-0.163743,1.713485,-0.733952
-0.129818,1.714270,-0.757006
-0.056940,1.641949,-0.683796
-0.011672,1.611361,-0.704171
-0.061663,1.597487,-0.682896
-0.127678,1.579620,-0.684569
-0.123528,1.594026,-0.658045
-0.162673,1.524379,-0.725642
-0.163084,1.553078,-0.703816
-0.211915,1.513609,-0.662630
-0.256645,1.552618,-0.586459
-0.307035,1.496656,-0.598662
-0.298715,1.344916,-0.615426
-0.180426,1.305998,-0.593486
-0.036366,1.366968,-0.563355
0.080673,1.329138,-0.542795
0.016390,1.353846,-0.514921
0.082191,1.345683,-0.540115
0.041679,1.272043,-0.600843
0.043979,1.233827,-0.551818
-0.048174,1.161131,-0.560729
-0.078069,1.139291,-0.600065
-0.117655,0.963128,-0.733343
-0.104298,0.913922,-0.698481
-0.148934,1.038534,-0.645266
-0.063592,1.127829,-0.669804
-0.104963,1.094835,-0.599025
-0.121854,1.231526,-0.702969
-0.124158,1.326470,-0.715382
-0.232595,1.339085,-0.752535
-0.292953,1.377858,-0.762129
-0.300613,1.400257,-0.837838
-0.268263,1.359454,-0.875871
-0.275145,1.398262,-0.843058
-0.304213,1.391220,-1.001832
-0.306910,1.396954,-1.080820
-0.363999,1.332703,-1.131496
-0.412920,1.290707,-1.164231
-0.404924,1.321252,-1.164889
-0.411916,1.310610,-1.171840
-0.415479,1.313915,-1.178478
-0.439455,1.187860,-1.231296
-0.470764,1.212230,-1.227906
-0.481919,1.200395,-1.229346
-0.478462,1.189216,-1.213417
-0.522151,0.947074,-1.226948
-0.508598,1.048417,-1.162960
-0.468977,0.921381,-1.209084
-0.463081,0.786185,-1.218853
-0.401887,0.811731,-1.296508
-0.322206,0.802540,-1.308722
-0.272194,0.778841,-1.216703
-0.208276,0.755880,-1.260492
-0.240380,0.692375,-1.271561
-0.257101,0.592347,-1.147377
-0.174486,0.498463,-1.134391
0.025707,0.382198,-1.090285
-0.035240,0.434499,-0.933254
-0.019508,0.498930,-0.921261
-0.070419,0.447438,-1.058588
0.057927,0.443756,-1.035847
0.299325,0.448150,-0.987130
0.295032,0.408431,-1.066973
0.280798,0.394527,-1.069874
0.274973,0.456028,-1.147670
0.211087,0.400255,-1.109321
0.259087,0.347809,-1.147999
0.243004,0.575372,-1.277179
0.278378,0.675187,-1.416369
0.325176,0.677948,-1.298349
0.335829,0.735716,-1.433687
0.253364,0.847249,-1.518192
0.305968,0.868425,-1.362639
0.379488,0.910682,-1.299429
0.437280,0.923939,-1.225929
0.404166,0.982628,-1.194572
0.340613,1.139169,-1.158395
0.435965,1.066290,-1.146107
0.428435,1.042535,-1.127366
0.325816,1.168172,-1.026939
